h12,h21,L_1,L_2,L,W_1,W_2,W,U
0.8999999999999999,0.8999999999999999,0.6734354200546301,0.9308293723469085,1.604264792401539,0.5614819450341796,1.0432114064163265,0.8023466757252531,0.9413977037139856
0.8999999999999999,1.2,0.7398923599011009,0.8261971033230124,1.5660894632241138,0.5723185835465455,0.993914876395392,0.7831167299709687,0.852894458799345
0.8999999999999999,1.5,0.7937562506773592,0.7461601554373345,1.5399164061146942,0.5808672194032629,0.9590876766368,0.7699774480200314,0.7931759002688108
0.8999999999999999,1.7999999999999998,0.8381887206532209,0.6825826805978359,1.520771401251057,0.5877542388522259,0.9330104291268951,0.7603823339895606,0.750419329429773
0.8999999999999999,2.1,0.875415567328118,0.6306877871546792,1.5061033544827984,0.5934087867834282,0.9126675295015723,0.7530381581425003,0.7184559978775552
0.8999999999999999,2.4,0.9070317536321058,0.5874371674282638,1.49446892106037,0.59812897870145,0.8963054408814755,0.7472172097914627,0.6937570176712109
0.8999999999999999,2.6999999999999997,0.9342028357713754,0.5507868650018879,1.4849897007732613,0.6021261385004433,0.8828294912598961,0.7424778148801696,0.6741626182443414
0.8999999999999999,3.0,0.9577970468241456,0.5193028936277718,1.4770999404519163,0.6055533313778544,0.8715183486208372,0.7385358399993458,0.6582804208813767
1.2,0.0,0.32844213789367893,1.7525127659980466,2.080954903891726,0.5101781184152097,1.6067690539075066,1.0584735861613581,2.031466351079289
1.2,0.3,0.46114057950576903,1.3371875741303894,1.798328153636158,0.542176342886483,1.263459129502245,0.902817736194364,1.3984950873048068
1.2,0.6,0.5606906941630746,1.1198492385061931,1.6805399326692676,0.5573590185443414,1.1254516072240652,0.8414053128842034,1.129232665390366
1.2,0.8999999999999999,0.6396496793380951,0.9772489451548232,1.616898624492918,0.5689834782222571,1.048797731590405,0.808890604906331,0.9834926300352449
1.2,1.2,0.703743287418071,0.8732081299316161,1.5769514173496861,0.5782301097661349,0.9990914355604406,0.7886607726632877,0.892379724397195
1.2,1.5,0.7566687276746338,0.7927660448807,1.5494347725553341,0.5856899743107445,0.9638927289851009,0.7747913516479228,0.8303343420624255
1.2,1.7999999999999998,0.8010262221128405,0.7282276456826826,1.5292538677955216,0.5917970455151783,0.937494277204379,0.7646456613597786,0.7855525063702655
1.2,2.1,0.8386934849298711,0.6750767127443683,1.513770197674239,0.5968697764297792,0.9168747855961118,0.7568722810129456,0.7518231758188091
1.2,2.4,0.8710513404914628,0.6304285425128737,1.5014798830043368,0.6011407101067976,0.900272895922684,0.7507068030147408,0.7255754988723176
1.2,2.6999999999999997,0.8991328644156337,0.5923297818279643,1.4914626462435978,0.6047807940394698,0.8865871636860154,0.7456839788627426,0.7046157565965382
1.2,3.0,0.9237238023810724,0.5593997159769016,1.483123518357974,0.6079172435469381,0.875090884897096,0.741504064222017,0.6875241841044862
1.5,0.0,0.319849912611046,1.7739667925690121,2.093816705180057,0.5243453190534952,1.607341100348841,1.065843209701168,2.0479415239357253
1.5,0.3,0.4443094860983659,1.3686620668771712,1.8129715529755372,0.5536127141192424,1.2682651574474162,0.9109389357833293,1.433790090873766
1.5,0.6,0.5375396232833459,1.1559622686779827,1.6935018919613276,0.5659890071168713,1.1307111479969285,0.8483500775569,1.165720326198075
1.5,0.8999999999999999,0.6123589912607348,1.0156677187947092,1.628026710055447,0.5756362955628603,1.0538143527181687,0.8147253241405146,1.018131841561738
1.5,1.2,0.67399636528088,0.912610035500889,1.5866064007817684,0.5835310640683704,1.0037650613562294,0.7936480627122999,0.9249090853619649
1.5,1.5,0.7256251963091829,0.8323243031100108,1.557949499419194,0.5900443279177652,0.9682434360092043,0.7791438819634847,0.8609720085894595
1.5,1.7999999999999998,0.7694516692890818,0.7674254248423248,1.5368770941314058,0.5954658597207964,0.9415634795998756,0.768514669660336,0.8145709694061792
1.5,2.1,0.8070855549167177,0.7135982381212023,1.52068379303792,0.6000252611382509,0.9207020361948475,0.7603636486665493,0.7794566788354905
1.5,2.4,0.8397304851250363,0.6680878344163259,1.5078183195413615,0.6038998924250978,0.9038912995182364,0.7538955959716671,0.7520100103563552
1.5,2.6999999999999997,0.8683025950112732,0.629024318433114,1.4973269134443865,0.6072256291472228,0.890023556236653,0.7486245926919379,0.7299984436993102
1.5,3.0,0.8935100474215855,0.5950806070673732,1.4885906544889589,0.6101068002620644,0.8783670085436116,0.7442369044028381,0.7119740223482934
1.7999999999999998,0.0,0.3127031473434546,1.7920273879409667,2.1047305352844217,0.5362550001585525,1.6079259899148708,1.0720904950367116,2.0611394819621833
