time,class_0,class_1,total,scenario
623.1900174865879,12,28,40,unstable_like
623.220797043854,11,29,40,unstable_like
623.2416149499816,12,28,40,unstable_like
623.2452787991987,11,29,40,unstable_like
623.2458957645487,12,28,40,unstable_like
623.2601181656803,13,27,40,unstable_like
623.2766309616984,14,26,40,unstable_like
623.2834831064548,15,25,40,unstable_like
623.2893606010363,16,24,40,unstable_like
623.2911605851167,15,25,40,unstable_like
623.2983509602524,14,26,40,unstable_like
623.2990564350005,15,25,40,unstable_like
623.3024908518415,16,24,40,unstable_like
623.3304900120438,15,25,40,unstable_like
623.3665174840356,16,25,41,unstable_like
623.3766455461588,15,26,41,unstable_like
623.3767235341584,16,25,41,unstable_like
623.4052010938804,15,26,41,unstable_like
623.4218345932834,14,27,41,unstable_like
623.4698689340256,13,28,41,unstable_like
623.4699195200681,12,29,41,unstable_like
623.4785677060346,13,28,41,unstable_like
623.4999599398404,14,27,41,unstable_like
623.5165207128309,15,26,41,unstable_like
623.5438421998296,14,27,41,unstable_like
623.5495479098558,15,26,41,unstable_like
623.559578214347,16,25,41,unstable_like
623.5614821035656,17,24,41,unstable_like
623.5744527024157,18,23,41,unstable_like
623.5856772699849,17,24,41,unstable_like
623.5931485881736,16,25,41,unstable_like
623.5947142857459,15,26,41,unstable_like
623.5966449622996,14,27,41,unstable_like
623.5989360118667,15,26,41,unstable_like
623.6063026791225,14,27,41,unstable_like
623.643170022378,13,28,41,unstable_like
623.6464980806422,12,29,41,unstable_like
623.6877789557554,11,30,41,unstable_like
623.699607002553,12,29,41,unstable_like
623.7115502362218,13,28,41,unstable_like
623.7297285186473,12,29,41,unstable_like
623.7336938059332,13,28,41,unstable_like
623.7361312217192,14,27,41,unstable_like
623.7484360858751,15,26,41,unstable_like
623.779032658165,16,25,41,unstable_like
623.7845665213061,17,24,41,unstable_like
623.7969024078391,16,25,41,unstable_like
623.8191043777924,15,26,41,unstable_like
623.8204978109493,16,25,41,unstable_like
623.8490760742509,15,26,41,unstable_like
623.857157280428,16,25,41,unstable_like
623.9201619622708,15,26,41,unstable_like
623.942203336412,16,25,41,unstable_like
623.9567575309273,15,26,41,unstable_like
623.9700200826315,16,25,41,unstable_like
623.9950978201131,15,26,41,unstable_like
623.9983157849255,16,25,41,unstable_like
624.0017233665482,15,26,41,unstable_like
624.0104311337918,16,25,41,unstable_like
624.0108087989189,15,26,41,unstable_like
624.0194105354162,14,27,41,unstable_like
624.0210608771271,15,26,41,unstable_like
624.0560017436837,16,25,41,unstable_like
624.0644443837151,15,26,41,unstable_like
624.0841691836638,14,27,41,unstable_like
624.1086153423455,13,28,41,unstable_like
624.1237460060672,14,27,41,unstable_like
624.1301252231514,13,28,41,unstable_like
624.1488768327059,12,29,41,unstable_like
624.1623782310212,13,28,41,unstable_like
624.2131442292931,12,29,41,unstable_like
624.2423782919657,13,28,41,unstable_like
624.2510532919985,12,29,41,unstable_like
624.2651143654531,11,30,41,unstable_like
624.2750226385756,10,31,41,unstable_like
624.330007025874,11,30,41,unstable_like
624.3691641597024,12,29,41,unstable_like
624.376869079892,13,28,41,unstable_like
624.3804197969487,14,27,41,unstable_like
624.446406695883,15,26,41,unstable_like
624.4682521283457,16,25,41,unstable_like
624.4701134342223,15,26,41,unstable_like
624.4779486130018,14,27,41,unstable_like
624.5228237495535,15,26,41,unstable_like
624.5340321994616,16,25,41,unstable_like
624.5444682714407,17,24,41,unstable_like
624.5839970979708,18,23,41,unstable_like
624.5963246013087,19,22,41,unstable_like
624.6002733286972,20,21,41,unstable_like
624.6091947226583,19,22,41,unstable_like
624.6211034451131,20,21,41,unstable_like
624.6278148509178,19,22,41,unstable_like
624.6296645042468,20,21,41,unstable_like
624.6381065082974,19,22,41,unstable_like
624.6388375934331,18,23,41,unstable_like
624.6826138961945,19,22,41,unstable_like
624.6842963988726,18,23,41,unstable_like
624.7060776597737,17,24,41,unstable_like
624.7080187633746,18,23,41,unstable_like
624.7342007341068,17,24,41,unstable_like
624.7364776742608,18,23,41,unstable_like
624.7795624248215,17,24,41,unstable_like
624.7899775271018,16,25,41,unstable_like
624.7899780637504,15,26,41,unstable_like
624.792745846858,14,27,41,unstable_like
624.7967925129216,15,26,41,unstable_like
624.8032633417486,14,27,41,unstable_like
624.8219579188627,15,26,41,unstable_like
624.8236375363645,16,25,41,unstable_like
624.8624759031854,15,26,41,unstable_like
624.8638389525644,14,27,41,unstable_like
624.8904484202144,13,28,41,unstable_like
624.8932671713897,12,29,41,unstable_like
624.8953017601399,11,30,41,unstable_like
624.8969159437694,10,31,41,unstable_like
624.9004296725963,11,30,41,unstable_like
624.9784747113258,12,29,41,unstable_like
624.9952541821197,11,30,41,unstable_like
625.0005965811143,10,31,41,unstable_like
625.0066264091769,11,30,41,unstable_like
625.0235979448373,10,31,41,unstable_like
625.0287373175394,9,32,41,unstable_like
625.0320541224108,10,31,41,unstable_like
625.0360022132297,9,32,41,unstable_like
625.0490237709547,8,33,41,unstable_like
625.1816262485324,9,32,41,unstable_like
625.2205796083713,10,31,41,unstable_like
625.2232688149604,11,30,41,unstable_like
625.248883741541,10,31,41,unstable_like
625.2965519660703,9,32,41,unstable_like
625.3144118123028,10,31,41,unstable_like
625.3279693358983,11,30,41,unstable_like
625.35736683762,12,29,41,unstable_like
625.3634287305139,11,30,41,unstable_like
625.3656950536495,10,31,41,unstable_like
625.3762422524316,11,30,41,unstable_like
625.4238946489166,12,29,41,unstable_like
625.4999195570315,13,28,41,unstable_like
625.5089829795485,12,29,41,unstable_like
625.5300619679388,11,30,41,unstable_like
625.5568868119841,12,29,41,unstable_like
625.5637198153178,11,30,41,unstable_like
625.586991950369,10,31,41,unstable_like
625.5998784408841,11,30,41,unstable_like
625.6114285774269,10,31,41,unstable_like
625.6235299101306,11,30,41,unstable_like
625.6349139745618,10,31,41,unstable_like
625.6523927247927,11,30,41,unstable_like
625.6611394033158,10,31,41,unstable_like
625.7093566857492,11,30,41,unstable_like
625.7395705110284,12,29,41,unstable_like
625.7398931941102,13,28,41,unstable_like
625.7400915236058,12,29,41,unstable_like
625.7520250992159,11,30,41,unstable_like
625.7708178674045,12,29,41,unstable_like
625.790243814842,13,28,41,unstable_like
625.7957547095702,14,27,41,unstable_like
625.7971961039332,13,28,41,unstable_like
625.8229026124332,14,27,41,unstable_like
625.8234418203574,13,28,41,unstable_like
625.8237937087013,14,27,41,unstable_like
625.8373508465659,13,28,41,unstable_like
625.8556949675165,14,27,41,unstable_like
625.8697340364293,15,26,41,unstable_like
625.9154790652534,14,27,41,unstable_like
625.921878124582,13,28,41,unstable_like
625.9327543084755,14,27,41,unstable_like
625.9587348023775,13,28,41,unstable_like
625.9604580422804,14,27,41,unstable_like
625.974133629196,15,26,41,unstable_like
625.9791441511287,14,27,41,unstable_like
626.0026603537534,13,27,40,unstable_like
626.0242836109944,14,26,40,unstable_like
626.0426370519164,15,25,40,unstable_like
626.0499343963711,16,24,40,unstable_like
626.0689566901027,17,23,40,unstable_like
626.070606854265,18,22,40,unstable_like
626.0959951855496,17,23,40,unstable_like
626.168990223389,18,22,40,unstable_like
626.2482016003197,17,23,40,unstable_like
626.2759582884355,18,22,40,unstable_like
626.2811281494438,19,21,40,unstable_like
626.2863187528515,18,22,40,unstable_like
626.2948225160761,17,23,40,unstable_like
626.336400601041,18,22,40,unstable_like
626.3558962569015,17,23,40,unstable_like
626.3815215965767,18,22,40,unstable_like
626.397036229456,19,21,40,unstable_like
626.4018638076909,18,22,40,unstable_like
626.420115291663,17,23,40,unstable_like
626.4380795914086,16,24,40,unstable_like
626.4406297166784,17,23,40,unstable_like
626.4406540817847,18,22,40,unstable_like
626.4605064782066,17,23,40,unstable_like
626.4665532232008,18,22,40,unstable_like
626.5145357421192,19,21,40,unstable_like
626.5541465930041,18,22,40,unstable_like
626.5575807885192,19,21,40,unstable_like
626.5694293905514,18,22,40,unstable_like
626.5734575952645,19,21,40,unstable_like
626.5874419345832,20,20,40,unstable_like
626.637685691108,21,19,40,unstable_like
626.6448789532591,20,20,40,unstable_like
626.6733909881151,21,19,40,unstable_like
626.7396141304312,20,20,40,unstable_like
626.796004565787,19,21,40,unstable_like
626.8325150881519,18,22,40,unstable_like
626.8518363234773,19,21,40,unstable_like
626.8759195318129,18,22,40,unstable_like
626.9098956452904,17,23,40,unstable_like
626.9223190273465,18,22,40,unstable_like
626.9336074502622,17,23,40,unstable_like
626.9498715355263,16,24,40,unstable_like
626.9659538728168,17,23,40,unstable_like
626.992884027762,18,22,40,unstable_like
626.9945595140788,17,23,40,unstable_like
627.1097136585661,18,23,41,unstable_like
627.1227252040284,17,24,41,unstable_like
627.1837270150023,16,25,41,unstable_like
627.1859843128052,15,26,41,unstable_like
627.2265709669856,16,25,41,unstable_like
627.2273247823761,17,24,41,unstable_like
627.2334019724773,16,25,41,unstable_like
627.2449575258443,17,24,41,unstable_like
627.2504472783755,16,25,41,unstable_like
627.2560492238911,15,26,41,unstable_like
627.263849949348,14,27,41,unstable_like
627.2841159256709,15,26,41,unstable_like
627.3138159075914,14,27,41,unstable_like
627.3291317561248,13,28,41,unstable_like
627.3330525499182,12,29,41,unstable_like
627.3410519383942,11,29,40,unstable_like
627.3454673264836,10,30,40,unstable_like
627.3487211752614,9,31,40,unstable_like
627.3625752332997,8,32,40,unstable_like
627.3697743408218,9,31,40,unstable_like
627.3776013522177,8,32,40,unstable_like
627.3791512545744,9,31,40,unstable_like
627.4014099145535,10,30,40,unstable_like
627.4057655749783,9,31,40,unstable_like
627.4213589456563,10,30,40,unstable_like
627.448244583492,11,29,40,unstable_like
627.4497267430345,12,28,40,unstable_like
627.4556941252754,13,27,40,unstable_like
627.4704596453254,14,26,40,unstable_like
627.4956776014136,15,25,40,unstable_like
627.5064838956448,14,26,40,unstable_like
627.5271001749886,15,25,40,unstable_like
627.5418238688605,16,24,40,unstable_like
627.5729551216704,17,23,40,unstable_like
627.5838878723818,16,24,40,unstable_like
627.5964849519356,15,25,40,unstable_like
627.6117038456556,14,26,40,unstable_like
627.6301171452726,13,27,40,unstable_like
627.6485179429651,14,26,40,unstable_like
627.6688782615078,13,27,40,unstable_like
627.6983772437949,12,28,40,unstable_like
627.7062683305999,13,27,40,unstable_like
627.7134643340812,14,26,40,unstable_like
627.7254259031625,13,27,40,unstable_like
627.737028136461,14,26,40,unstable_like
627.755484291017,13,27,40,unstable_like
627.7808741209745,14,26,40,unstable_like
627.7961693020084,15,25,40,unstable_like
627.797509044284,14,26,40,unstable_like
627.8148031056991,15,25,40,unstable_like
627.8323795197247,14,26,40,unstable_like
627.8386282297989,15,25,40,unstable_like
627.840860690678,16,24,40,unstable_like
627.8666346382778,15,25,40,unstable_like
627.8670720074917,16,24,40,unstable_like
627.8740364878029,15,25,40,unstable_like
627.8863425618789,14,26,40,unstable_like
627.8941717854872,15,25,40,unstable_like
627.8974788187262,16,24,40,unstable_like
627.9435302175411,15,25,40,unstable_like
627.9678974145045,14,26,40,unstable_like
627.9891739024439,15,25,40,unstable_like
628.026252877378,16,24,40,unstable_like
628.0492483948652,17,23,40,unstable_like
628.049643563716,18,22,40,unstable_like
628.0682871321543,19,21,40,unstable_like
628.0733958321334,18,22,40,unstable_like
628.0883263355252,19,21,40,unstable_like
628.0913110041954,20,21,41,unstable_like
628.1223410648022,19,22,41,unstable_like
628.1368791346589,20,21,41,unstable_like
628.1456002630864,19,22,41,unstable_like
628.149327839152,18,23,41,unstable_like
628.1811338355733,17,24,41,unstable_like
628.1846879782743,16,25,41,unstable_like
628.1972914391624,15,26,41,unstable_like
628.2017261305322,16,25,41,unstable_like
628.2030664400676,17,24,41,unstable_like
628.2134051383835,16,25,41,unstable_like
628.2728927986461,17,24,41,unstable_like
628.2844340036004,18,23,41,unstable_like
628.3067079919604,19,22,41,unstable_like
628.3094954054537,20,21,41,unstable_like
628.3185404856683,21,20,41,unstable_like
628.3259630532418,22,19,41,unstable_like
628.3664690942584,21,20,41,unstable_like
628.3736661200344,20,21,41,unstable_like
628.3747763056105,19,22,41,unstable_like
628.3981375385717,18,23,41,unstable_like
628.4032910306181,19,22,41,unstable_like
628.408090647795,18,23,41,unstable_like
628.4413591849462,19,22,41,unstable_like
628.4777303193284,18,23,41,unstable_like
628.4961437031851,19,22,41,unstable_like
628.5105537623616,20,21,41,unstable_like
628.5268849916638,19,22,41,unstable_like
628.5484574817388,20,21,41,unstable_like
628.5766312742837,21,20,41,unstable_like
628.5930506852432,22,19,41,unstable_like
628.6227161402638,21,20,41,unstable_like
628.6387311529999,20,21,41,unstable_like
628.64432623192,21,20,41,unstable_like
628.6650468022743,22,19,41,unstable_like
628.6671957593825,23,18,41,unstable_like
628.7677240958301,24,17,41,unstable_like
628.7715276130916,23,18,41,unstable_like
628.7850007449839,22,19,41,unstable_like
628.7872085500044,21,20,41,unstable_like
628.790318848949,20,21,41,unstable_like
628.7984352039783,19,22,41,unstable_like
628.8117466033118,20,21,41,unstable_like
628.8150912501396,21,20,41,unstable_like
628.8161338340036,22,19,41,unstable_like
628.8232839628173,21,20,41,unstable_like
628.8361371212582,20,21,41,unstable_like
628.8472310703675,19,22,41,unstable_like
628.8754470666315,18,23,41,unstable_like
628.9174629331061,19,22,41,unstable_like
628.9413245564866,20,21,41,unstable_like
628.9913184163506,19,22,41,unstable_like
629.0079983040633,18,23,41,unstable_like
629.0273805788997,19,22,41,unstable_like
629.078298574501,20,21,41,unstable_like
629.0846596028541,19,22,41,unstable_like
629.0932395595313,20,21,41,unstable_like
629.1198472034775,19,22,41,unstable_like
629.1230461020729,18,23,41,unstable_like
629.1318295959492,17,24,41,unstable_like
629.1371956923027,18,23,41,unstable_like
629.1416711623092,17,24,41,unstable_like
629.1836945368805,16,25,41,unstable_like
629.1858216480965,15,26,41,unstable_like
629.1858708698106,16,25,41,unstable_like
629.1987779926453,15,26,41,unstable_like
629.2380804624476,14,27,41,unstable_like
629.2708922208319,15,26,41,unstable_like
629.2791656906155,14,27,41,unstable_like
629.2889205501594,15,26,41,unstable_like
629.3064055955601,14,27,41,unstable_like
629.3218143069053,13,28,41,unstable_like
629.366555675023,14,27,41,unstable_like
629.3975555346964,13,28,41,unstable_like
629.4125412059537,14,27,41,unstable_like
629.425271802229,15,26,41,unstable_like
629.4254263628322,14,27,41,unstable_like
629.428171979425,15,26,41,unstable_like
629.4297575884823,14,27,41,unstable_like
629.4527360172818,13,28,41,unstable_like
629.4856050784274,14,27,41,unstable_like
629.5116374866494,15,26,41,unstable_like
629.5274313126075,14,27,41,unstable_like
629.543837710418,15,26,41,unstable_like
629.5497192234119,16,25,41,unstable_like
629.5509104982272,15,26,41,unstable_like
629.5538873207023,14,27,41,unstable_like
629.5608613171208,13,28,41,unstable_like
629.5937065947618,14,27,41,unstable_like
629.5996018385904,15,26,41,unstable_like
629.6270063420137,14,27,41,unstable_like
629.6712953356496,13,28,41,unstable_like
629.6763312608467,14,27,41,unstable_like
629.6892308539956,15,26,41,unstable_like
629.6914841451683,14,27,41,unstable_like
629.7022779288321,13,28,41,unstable_like
629.7150269423375,12,29,41,unstable_like
629.7180444967934,11,30,41,unstable_like
629.7306060711193,10,31,41,unstable_like
629.736241210731,11,30,41,unstable_like
629.7386222616602,12,29,41,unstable_like
629.7622009817268,11,30,41,unstable_like
629.819751703657,10,31,41,unstable_like
629.8248233040474,9,32,41,unstable_like
629.8446948211697,10,31,41,unstable_like
629.8974543698497,11,30,41,unstable_like
629.9254019349607,12,29,41,unstable_like
629.9543236991505,13,28,41,unstable_like
629.9547172502714,14,28,42,unstable_like
629.9806293130939,15,27,42,unstable_like
629.9955869706511,16,26,42,unstable_like
630.0522422799645,17,25,42,unstable_like
630.0748048866343,16,26,42,unstable_like
630.0901885827054,15,27,42,unstable_like
630.0969032491552,16,26,42,unstable_like
630.1289390338858,17,25,42,unstable_like
630.1677485123031,18,24,42,unstable_like
630.1808485505458,19,23,42,unstable_like
630.1808551845971,18,24,42,unstable_like
630.1931878884507,17,25,42,unstable_like
630.2064926528858,18,24,42,unstable_like
630.2272718748419,17,25,42,unstable_like
630.3400465540776,16,26,42,unstable_like
630.3417491501883,17,25,42,unstable_like
630.3460955642569,18,24,42,unstable_like
630.3503067258398,19,23,42,unstable_like
630.3560304972264,18,24,42,unstable_like
630.3918132462533,17,25,42,unstable_like
630.4469835628755,16,26,42,unstable_like
630.4549496612319,17,25,42,unstable_like
630.4592801615756,16,26,42,unstable_like
630.4744826885354,17,25,42,unstable_like
630.4764590482929,16,26,42,unstable_like
630.4866556886846,17,25,42,unstable_like
630.4971938085984,16,26,42,unstable_like
630.5111640714863,17,25,42,unstable_like
630.5243533077277,18,24,42,unstable_like
630.5324018919214,19,23,42,unstable_like
630.5512432056463,20,22,42,unstable_like
630.5515095013405,19,23,42,unstable_like
630.553926391834,18,24,42,unstable_like
630.5589289657499,17,25,42,unstable_like
630.5874382807766,18,24,42,unstable_like
630.5930000440244,17,25,42,unstable_like
630.5934941120222,16,26,42,unstable_like
630.6014383783623,17,25,42,unstable_like
630.6042828854684,16,26,42,unstable_like
630.6329085905049,17,26,43,unstable_like
630.6558993622087,16,27,43,unstable_like
630.6727904565839,17,26,43,unstable_like
630.7122227840406,16,27,43,unstable_like
630.7317923766149,17,26,43,unstable_like
630.732001335087,18,25,43,unstable_like
630.7664596417135,19,24,43,unstable_like
630.7916000223202,18,25,43,unstable_like
630.8194591165488,19,24,43,unstable_like
630.8264864755713,18,25,43,unstable_like
630.8546476887045,19,24,43,unstable_like
630.8598881648844,18,25,43,unstable_like
630.8717216699583,17,26,43,unstable_like
630.9099174773435,16,27,43,unstable_like
630.931771136775,17,26,43,unstable_like
630.9381225641979,18,25,43,unstable_like
630.960343746361,19,24,43,unstable_like
631.0069919676197,18,25,43,unstable_like
631.0491600455372,19,24,43,unstable_like
631.0627837138734,20,23,43,unstable_like
631.066837109937,19,24,43,unstable_like
631.071237123611,18,25,43,unstable_like
631.0737560006612,19,24,43,unstable_like
631.1402781324742,20,23,43,unstable_like
631.1875928611139,19,24,43,unstable_like
631.1959745288957,18,25,43,unstable_like
631.2080551192275,17,26,43,unstable_like
631.2312083957764,18,25,43,unstable_like
631.2520436645478,19,24,43,unstable_like
631.2617783461235,18,25,43,unstable_like
631.2632891591517,19,24,43,unstable_like
631.2834343882402,18,25,43,unstable_like
631.2836253086195,19,24,43,unstable_like
631.2890372799768,18,25,43,unstable_like
631.2907844427643,19,24,43,unstable_like
631.2986186384819,18,25,43,unstable_like
631.3044990571777,19,24,43,unstable_like
631.3164088427886,18,25,43,unstable_like
631.366680260611,19,24,43,unstable_like
631.3941764682759,18,25,43,unstable_like
631.4025645064942,17,26,43,unstable_like
631.4053231286105,18,25,43,unstable_like
631.4199948253346,19,24,43,unstable_like
631.4235642246111,18,25,43,unstable_like
631.4335061151912,17,26,43,unstable_like
631.4350919517682,18,25,43,unstable_like
631.4451241319916,19,24,43,unstable_like
631.4945023456895,20,23,43,unstable_like
631.4983691320483,21,22,43,unstable_like
631.5023022621468,20,23,43,unstable_like
631.5949260579714,19,24,43,unstable_like
631.6463067437666,20,23,43,unstable_like
631.6581212994683,19,24,43,unstable_like
631.6603141807492,20,24,44,unstable_like
631.710159652856,21,23,44,unstable_like
631.7148232026857,20,24,44,unstable_like
631.7229373485058,19,25,44,unstable_like
631.7385099130543,20,24,44,unstable_like
631.7857869334897,19,25,44,unstable_like
631.7867167117344,18,26,44,unstable_like
631.803967985767,17,27,44,unstable_like
631.8116139998685,18,26,44,unstable_like
631.8294334330936,19,25,44,unstable_like
631.8472527449379,18,26,44,unstable_like
631.8736716299389,17,27,44,unstable_like
631.8839427704287,16,28,44,unstable_like
631.8994947874226,17,27,44,unstable_like
631.900485131134,16,28,44,unstable_like
631.9206238434457,17,27,44,unstable_like
631.9510612061811,18,26,44,unstable_like
631.9597848413127,17,27,44,unstable_like
632.0161349697963,16,28,44,unstable_like
632.0289776771957,17,27,44,unstable_like
632.0386860701747,16,28,44,unstable_like
632.0572211068907,15,29,44,unstable_like
632.071756198366,14,30,44,unstable_like
632.080567197716,15,29,44,unstable_like
632.1505754747045,14,30,44,unstable_like
632.1527240131576,13,31,44,unstable_like
632.1690182936404,14,30,44,unstable_like
632.1695949380799,13,31,44,unstable_like
632.1814466179379,12,32,44,unstable_like
632.1938484087812,13,31,44,unstable_like
632.2108850062428,12,32,44,unstable_like
632.2221163807476,13,31,44,unstable_like
632.2227362039,14,30,44,unstable_like
632.2278318506434,13,31,44,unstable_like
632.2293840725929,12,32,44,unstable_like
632.2304957391916,13,31,44,unstable_like
632.234326633019,12,32,44,unstable_like
632.2544980114606,11,33,44,unstable_like
632.2577536591937,12,32,44,unstable_like
632.2595001113789,11,33,44,unstable_like
632.2600624579919,12,32,44,unstable_like
632.2769817239407,13,31,44,unstable_like
632.2984906740238,14,30,44,unstable_like
632.2993721336181,15,29,44,unstable_like
632.3295490996876,14,30,44,unstable_like
632.3988853257621,15,29,44,unstable_like
632.4107928373373,14,30,44,unstable_like
632.4487205162504,13,31,44,unstable_like
632.4898168866014,14,30,44,unstable_like
632.4915776717706,15,29,44,unstable_like
632.4958711515492,14,30,44,unstable_like
632.5148828359859,15,29,44,unstable_like
632.5240920900978,16,29,45,unstable_like
632.5301534036574,17,28,45,unstable_like
632.530997489689,18,27,45,unstable_like
632.5315974610699,19,26,45,unstable_like
632.5475402926867,20,25,45,unstable_like
632.5639522389457,21,24,45,unstable_like
632.5690528481946,22,23,45,unstable_like
632.5889183245195,23,22,45,unstable_like
632.5929956728236,22,23,45,unstable_like
632.6238427991341,21,24,45,unstable_like
632.6479552946581,22,23,45,unstable_like
632.6535414941943,21,24,45,unstable_like
632.6699943232427,22,23,45,unstable_like
632.6921578937925,23,22,45,unstable_like
632.698100037944,22,23,45,unstable_like
632.7043999213427,23,22,45,unstable_like
632.7220100111878,22,23,45,unstable_like
632.7251656009854,23,22,45,unstable_like
632.7264804122444,24,21,45,unstable_like
632.7278642452768,23,22,45,unstable_like
632.7316278323285,24,22,46,unstable_like
632.7475509679723,23,23,46,unstable_like
632.7525327573567,22,24,46,unstable_like
632.8247919017925,23,23,46,unstable_like
632.8514179239968,24,22,46,unstable_like
632.8607388912744,23,23,46,unstable_like
632.867874358878,22,24,46,unstable_like
632.8718144301873,21,25,46,unstable_like
632.9148175325978,20,26,46,unstable_like
632.9263144420185,21,25,46,unstable_like
632.931987016717,22,24,46,unstable_like
632.9329331920379,23,23,46,unstable_like
632.9386702031908,22,24,46,unstable_like
632.9420215495201,21,25,46,unstable_like
632.9479871621003,20,26,46,unstable_like
632.9506135658795,19,27,46,unstable_like
632.9524786523687,20,26,46,unstable_like
632.9640077545959,21,25,46,unstable_like
632.9743890110153,20,26,46,unstable_like
632.9780704683718,19,27,46,unstable_like
632.9817090690556,18,28,46,unstable_like
632.9918889177909,19,27,46,unstable_like
633.0033211065339,18,28,46,unstable_like
633.0171337224122,17,29,46,unstable_like
633.0260355430819,18,28,46,unstable_like
633.0502877819305,19,27,46,unstable_like
633.0569658014523,18,28,46,unstable_like
633.0636937351151,17,29,46,unstable_like
633.0748493419884,16,30,46,unstable_like
633.0809862734386,15,31,46,unstable_like
633.0828945814941,14,32,46,unstable_like
633.0982144776533,13,33,46,unstable_like
633.1054687714186,14,32,46,unstable_like
633.1085228505077,15,31,46,unstable_like
633.1513361940705,16,30,46,unstable_like
633.1525990349986,17,29,46,unstable_like
633.161797700638,16,30,46,unstable_like
633.1675357479148,15,31,46,unstable_like
633.1720570138308,16,30,46,unstable_like
633.1838133661452,15,31,46,unstable_like
633.1893729949714,14,32,46,unstable_like
633.237844021333,13,33,46,unstable_like
633.2502742374952,12,34,46,unstable_like
633.2772495547748,11,35,46,unstable_like
633.2860121697051,12,34,46,unstable_like
633.2923987704203,11,35,46,unstable_like
633.2927555676342,10,36,46,unstable_like
633.3376166938112,11,35,46,unstable_like
633.3471287272811,12,34,46,unstable_like
633.3553652071998,11,35,46,unstable_like
633.3778007369673,12,34,46,unstable_like
633.3884839229646,11,35,46,unstable_like
633.393114757452,12,34,46,unstable_like
633.395103034324,11,35,46,unstable_like
633.3995941341824,10,36,46,unstable_like
633.4012736456343,9,37,46,unstable_like
633.4026892975993,10,36,46,unstable_like
633.4035535937829,9,37,46,unstable_like
633.4220204389674,10,36,46,unstable_like
633.4313012676066,11,35,46,unstable_like
633.4476271457661,10,36,46,unstable_like
633.465865749114,11,35,46,unstable_like
633.4865186811751,10,36,46,unstable_like
633.5364084765192,11,35,46,unstable_like
633.5905026303885,12,34,46,unstable_like
633.6166867850608,13,33,46,unstable_like
633.6259225382504,14,32,46,unstable_like
633.637433576855,15,31,46,unstable_like
633.6552188334985,16,30,46,unstable_like
633.7363505880217,17,29,46,unstable_like
633.7661201823248,16,30,46,unstable_like
633.7767751082026,15,31,46,unstable_like
633.781818452129,16,30,46,unstable_like
633.8209001152026,15,31,46,unstable_like
633.8284432952055,16,30,46,unstable_like
633.8413887757666,17,29,46,unstable_like
633.8555123430558,18,28,46,unstable_like
633.8601311848903,19,27,46,unstable_like
633.8683850194251,20,26,46,unstable_like
633.8698553992394,21,25,46,unstable_like
633.9021867006708,22,24,46,unstable_like
633.910474838552,21,24,45,unstable_like
633.9356145855089,20,25,45,unstable_like
633.9581607888032,19,26,45,unstable_like
633.9625662420603,20,25,45,unstable_like
633.9890394048067,19,26,45,unstable_like
634.0892165908247,20,25,45,unstable_like
634.0909417342302,21,24,45,unstable_like
634.0994196804195,20,25,45,unstable_like
634.101048493962,19,26,45,unstable_like
634.1138354497732,20,25,45,unstable_like
634.1233774957876,19,26,45,unstable_like
634.1349268254784,20,25,45,unstable_like
634.1658015746259,19,26,45,unstable_like
634.1659095095556,20,25,45,unstable_like
634.1767406964002,19,26,45,unstable_like
634.1768443362187,20,25,45,unstable_like
634.1823801871111,21,24,45,unstable_like
634.1878368960412,20,25,45,unstable_like
634.1942424413614,19,26,45,unstable_like
634.2020203906437,18,27,45,unstable_like
634.2055691448771,17,28,45,unstable_like
634.2400558082084,16,29,45,unstable_like
634.2874434191285,17,28,45,unstable_like
634.2896610072872,16,29,45,unstable_like
634.2900197781901,15,30,45,unstable_like
634.2963115602383,14,31,45,unstable_like
634.3493058543866,13,32,45,unstable_like
634.3567954585342,14,31,45,unstable_like
634.3891794221184,13,32,45,unstable_like
634.3956267068295,12,33,45,unstable_like
634.4840547170988,13,32,45,unstable_like
634.501815213025,12,33,45,unstable_like
634.5582458110707,13,32,45,unstable_like
634.5643920482491,14,31,45,unstable_like
634.5747841064705,13,32,45,unstable_like
634.5951647004373,12,33,45,unstable_like
634.6294957781906,13,32,45,unstable_like
634.6388046375187,14,31,45,unstable_like
634.7180606382815,13,32,45,unstable_like
634.7760288577612,14,31,45,unstable_like
634.781950338193,13,32,45,unstable_like
634.8378330559959,12,33,45,unstable_like
634.8402543046411,13,32,45,unstable_like
634.8480506817767,12,32,44,unstable_like
634.8560124304572,13,31,44,unstable_like
634.8573847191402,14,30,44,unstable_like
634.9385005130039,15,29,44,unstable_like
634.9494181677697,16,28,44,unstable_like
634.9708320818552,17,27,44,unstable_like
634.9716084061872,16,28,44,unstable_like
634.9723453922952,15,29,44,unstable_like
634.9881040872133,14,30,44,unstable_like
635.0336112473881,13,31,44,unstable_like
635.060282070087,12,32,44,unstable_like
635.0630670682498,11,33,44,unstable_like
635.0838923688327,10,34,44,unstable_like
635.0992065793824,11,33,44,unstable_like
635.1494645043578,12,32,44,unstable_like
635.2088601350271,13,31,44,unstable_like
635.2140071710452,14,30,44,unstable_like
635.2175125789454,13,31,44,unstable_like
635.2308603555241,14,30,44,unstable_like
635.2547578469649,15,29,44,unstable_like
635.2638201514512,14,30,44,unstable_like
635.2828724561824,13,31,44,unstable_like
