bound,W_1,W_2,W,Var_W,L_1,L_2,L,h12,h21,heatmap_bound,arrival_rate1,arrival_rate2,service_rate1,service_rate2,num_servers,CV_W
16,1.8744343942110033,2.140916714403976,1.9632618342753274,5.479947259704162,1.6128838332485598,0.3512818521538538,1.9641656854024132,0.6000000000000001,3.0,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.1923670477768913
16,1.3756452539730533,2.6034450469088033,1.7849118516183031,6.03603981480757,0.503410834847244,1.2771838387905543,1.7805946736377987,0.8,0.0,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.3764463062434615
16,1.5569493275142805,2.5047166035612944,1.872871752863285,7.401064087670716,0.6913477213804372,1.1766618454054973,1.8680095667859329,0.8,0.2,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.452576597282289
16,1.6537405077636924,2.421352693464186,1.9096112363305235,7.223977628619185,0.8560145406931159,1.0515245024946314,1.907539043187745,0.8,0.4,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.4074832486870144
16,1.7125535882440486,2.360299501176504,1.928468892554867,6.9141724599017556,0.9878279917168694,0.939867094012273,1.9276950857291444,0.8,0.6000000000000001,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.3635072960093781
16,1.7517164941481074,2.3152744927689795,1.9395691603550647,6.66101808645178,1.09280861188683,0.8465479276136092,1.939356539500439,0.8,0.8,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.330653670708044
16,1.779495769467503,2.280957292378836,1.9466496104379472,6.465850163992333,1.1775069897181119,0.7692001029203629,1.9467070926384762,0.8,1.0,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.3062461726425176
16,1.8001298021981427,2.253962813627648,1.9514074726746444,6.313280873700282,1.246951187715586,0.7046805611373085,1.9516317488528976,0.8,1.2000000000000002,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2875959200388547
16,1.816009688645467,2.232165185551498,1.954728187614144,6.191318325896467,1.3047787190212554,0.6503050006361991,1.9550837196574562,0.8,1.4000000000000001,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.272931961867756
16,1.8285814344591689,2.2141856435486877,1.9571161708223417,6.091847295094979,1.353610718455051,0.6039770365923659,1.9575877550474177,0.8,1.6,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2611243139997566
