bound,W_1,W_2,W,Var_W,L_1,L_2,L,h12,h21,CV_W
12,1.7549358451987243,1.889922891194762,1.7999315271974035,5.9516642986926875,1.1314166379685997,0.667719862112248,1.7991365000808486,2.6999999999999997,3.0,1.3553867304317708
12,1.1279249427206575,1.3783901471497435,1.2114133441970194,2.0856113686155697,0.3932856386723973,0.8156812344604171,1.2089668731328145,3.0,0.0,1.1921319827445602
12,1.3033258029733785,1.5637829871627775,1.3901448643698449,3.9544103871512633,0.48893603158277193,0.8868217531772958,1.3757577847600675,3.0,0.3,1.43047676983928
12,1.4384325755685792,1.6856818658901314,1.520849005675763,5.218115108652329,0.5881636122784469,0.9123083121172665,1.5004719243957125,3.0,0.6,1.5020027555167728
12,1.5309877526961242,1.7582551321812463,1.6067435458578316,5.808336977169457,0.6806793785184239,0.9064207388090392,1.587100117327463,3.0,0.8999999999999999,1.4999588273433213
12,1.5950095488187985,1.8027746390126493,1.6642645788834154,6.056929118132782,0.7635765714133091,0.8840941004860792,1.6476706718993888,3.0,1.2,1.4787810465738773
12,1.6407991760184801,1.8313363405883045,1.7043115642084214,6.144698816462518,0.8369410547690035,0.8542355758451092,1.6911766306141114,3.0,1.5,1.4544584179320261
12,1.6746734202204043,1.850403725906227,1.733250188782345,6.157034049325528,0.9017419722421814,0.821566555267541,1.723308527509721,3.0,1.7999999999999998,1.431609334605242
12,1.7004917595883255,1.8635577754743196,1.7548470982169901,6.135232223022845,0.9591000902204909,0.788519537095146,1.7476196273156377,3.0,2.1,1.4114848497380155
12,1.7206788650392786,1.8728780204326811,1.7714119168370792,6.099419734134083,1.0100618176597511,0.7563269786174596,1.7663887962772111,3.0,2.4,1.3941987797343098
12,1.7368045155345255,1.8796211847805526,1.784410071949868,6.0590092248576735,1.0555415830844708,0.725588212915654,1.7811297960001258,3.0,2.6999999999999997,1.379450563545483
12,1.7499150525843195,1.8845729691109088,1.7948010247598492,6.018057674970578,1.0963183053073051,0.6965627871917454,1.7928810924990506,3.0,3.0,1.3668216962276778
